sample_rel,ch,fnum,block,mask,midi,freq
7070795,2,1290,0,15,36.014,65.46
7070831,3,645,0,15,24.014,32.73
7070873,4,724,0,15,26.014,36.74
7071125,5,1290,2,15,60.014,261.84
7071158,6,1290,2,15,60.014,261.84
7076351,5,1290,1,15,48.014,130.92
7076393,6,1290,2,15,60.014,261.84
7081158,1,1367,1,15,49.018,138.73
7081192,2,1290,0,15,36.014,65.46
7081228,3,1367,0,15,37.018,69.37
7081270,4,767,0,15,27.013,38.92
7081532,5,1290,2,15,60.014,261.84
7081565,6,1290,2,15,60.014,261.84
7086754,5,1290,2,15,60.014,261.84
7086786,6,1290,2,15,60.014,261.84
7091555,1,1290,0,15,36.014,65.46
7091613,2,512,0,15,20.016,25.98
7091649,3,645,0,15,24.014,32.73
7091691,4,683,0,15,25.005,34.66
7091944,5,1290,1,15,48.014,130.92
7091977,6,1290,2,15,60.014,261.84
7097143,5,1290,2,15,60.014,261.84
7097175,6,1290,2,15,60.014,261.84
7101952,1,1149,1,15,46.01,116.61
7102011,2,1290,0,15,36.014,65.46
7102047,3,1149,0,15,34.01,58.3
7102089,4,912,0,15,30.011,46.28
7102341,5,1290,1,15,48.014,130.92
7102374,6,1290,2,15,60.014,261.84
7107539,5,1290,1,15,48.014,130.92
7107572,6,1290,2,15,60.014,261.84
7112348,1,1290,1,15,48.014,130.92
7112382,2,1290,0,15,36.014,65.46
7112418,3,1290,0,15,36.014,65.46
7112462,4,645,0,15,24.014,32.73
7112738,5,1290,2,15,60.014,261.84
7112771,6,1290,2,15,60.014,261.84
7117936,5,1290,1,15,48.014,130.92
7117969,6,1290,2,15,60.014,261.84
7122745,1,1290,0,15,36.014,65.46
7122814,3,645,0,15,24.014,32.73
7122857,4,861,0,15,29.015,43.69
7123134,5,1290,2,15,60.014,261.84
7123167,6,1290,2,15,60.014,261.84
7127975,2,1290,0,15,36.014,65.46
7128307,5,1290,2,15,60.014,261.84
7128339,6,1290,2,15,60.014,261.84
7133150,1,1290,1,15,48.014,130.92
7133207,2,512,0,15,20.016,25.98
7133244,3,1290,0,15,36.014,65.46
7133285,4,767,0,15,27.013,38.92
7133531,5,1290,1,15,48.014,130.92
7133564,6,1290,2,15,60.014,261.84
7138729,5,1290,2,15,60.014,261.84
7138762,6,1290,2,15,60.014,261.84
7143538,1,1367,1,15,49.018,138.73
7143598,2,1290,0,15,36.014,65.46
7143634,3,1367,0,15,37.018,69.37
7143675,4,812,0,15,28.0,41.2
7143928,5,1290,1,15,48.014,130.92
7143960,6,1290,2,15,60.014,261.84
7149126,5,1290,1,15,48.014,130.92
7149159,6,1290,2,15,60.014,261.84
7153935,1,1149,1,15,46.01,116.61
7153968,2,1290,0,15,36.014,65.46
7154005,3,1149,0,15,34.01,58.3
7154046,4,724,0,15,26.014,36.74
7154299,5,1290,2,15,60.014,261.84
7154331,6,1290,2,15,60.014,261.84
7159523,5,1290,2,15,60.014,261.84
7159555,6,1290,2,15,60.014,261.84
7164332,1,1290,0,15,36.014,65.46
7164365,2,1290,0,15,36.014,65.46
7164401,3,645,0,15,24.014,32.73
7164443,4,767,0,15,27.013,38.92
7164695,5,1290,2,15,60.014,261.84
7164728,6,1290,2,15,60.014,261.84
7169922,5,1290,2,15,60.014,261.84
7169963,6,1290,2,15,60.014,261.84
7174728,1,1367,1,15,49.018,138.73
7174786,2,512,0,15,20.016,25.98
7174822,3,1367,0,15,37.018,69.37
7174864,4,683,0,15,25.005,34.66
7175134,5,1290,1,15,48.014,130.92
7175167,6,1290,2,15,60.014,261.84
7180322,5,1290,2,15,60.014,261.84
7180355,6,1290,2,15,60.014,261.84
7183284,6,1290,2,15,60.014,261.84
7185125,1,1290,0,15,36.014,65.46
7185184,2,1290,0,15,36.014,65.46
7185221,3,645,0,15,24.014,32.73
7185262,4,912,0,15,30.011,46.28
7185514,5,1290,2,15,60.014,261.84
7185547,6,1290,2,15,60.014,261.84
7190713,5,1290,1,15,48.014,130.92
7190745,6,1290,2,15,60.014,261.84
7195521,1,1290,1,15,48.014,130.92
7195555,2,1290,0,15,36.014,65.46
7195591,3,1290,0,15,36.014,65.46
7195633,4,645,0,15,24.014,32.73
7195911,5,1290,2,15,60.014,261.84
7195944,6,1290,2,15,60.014,261.84
7201109,5,1290,1,15,48.014,130.92
7201142,6,1290,2,15,60.014,261.84
7205918,1,1290,0,15,36.014,65.46
7205979,3,645,0,15,24.014,32.73
7206021,4,861,0,15,29.015,43.69
7206308,5,1290,2,15,60.014,261.84
7206340,6,1290,2,15,60.014,261.84
7211141,2,1290,0,15,36.014,65.46
7211480,5,1290,2,15,60.014,261.84
7211513,6,1290,2,15,60.014,261.84
7216315,1,1290,1,15,48.014,130.92
7216390,2,512,0,15,20.016,25.98
7216426,3,1290,0,15,36.014,65.46
7216468,4,767,0,15,27.013,38.92
7216704,5,1290,1,15,48.014,130.92
7216737,6,1290,2,15,60.014,261.84
7221903,5,1290,2,15,60.014,261.84
7221935,6,1290,2,15,60.014,261.84
7226720,1,1367,1,15,49.018,138.73
7226778,2,1290,0,15,36.014,65.46
7226815,3,1367,0,15,37.018,69.37
7226856,4,812,0,15,28.0,41.2
7227101,5,1290,1,15,48.014,130.92
7227134,6,1290,2,15,60.014,261.84
7232299,5,1290,1,15,48.014,130.92
7232332,6,1290,2,15,60.014,261.84
7237108,1,1290,0,15,36.014,65.46
7237142,2,1290,0,15,36.014,65.46
7237178,3,645,0,15,24.014,32.73
7237219,4,724,0,15,26.014,36.74
7237472,5,1290,2,15,60.014,261.84
7237504,6,1290,2,15,60.014,261.84
7242696,5,1290,1,15,48.014,130.92
7242728,6,1290,2,15,60.014,261.84
7247505,1,1367,1,15,49.018,138.73
7247538,2,1290,0,15,36.014,65.46
7247575,3,1367,0,15,37.018,69.37
7247616,4,767,0,15,27.013,38.92
7247869,5,1290,2,15,60.014,261.84
7247901,6,1290,2,15,60.014,261.84
7253092,5,1290,2,15,60.014,261.84
7253125,6,1290,2,15,60.014,261.84
7257902,1,1290,0,15,36.014,65.46
7257959,2,512,0,15,20.016,25.98
7257996,3,645,0,15,24.014,32.73
7258037,4,683,0,15,25.005,34.66
7258291,5,1290,1,15,48.014,130.92
7258324,6,1290,2,15,60.014,261.84
7263492,5,1290,2,15,60.014,261.84
7263532,6,1290,2,15,60.014,261.84
7268298,1,1149,1,15,46.01,116.61
7268358,2,1290,0,15,36.014,65.46
7268394,3,1149,0,15,34.01,58.3
7268435,4,912,0,15,30.011,46.28
7268704,5,1290,1,15,48.014,130.92
7268737,6,1290,2,15,60.014,261.84
7273892,5,1290,1,15,48.014,130.92
7273925,6,1290,2,15,60.014,261.84
7278695,1,1290,1,15,48.014,130.92
7278728,2,1290,0,15,36.014,65.46
7278765,3,1290,0,15,36.014,65.46
7278806,4,645,0,15,24.014,32.73
7279084,5,1290,2,15,60.014,261.84
7279117,6,1290,2,15,60.014,261.84
7284283,5,1290,1,15,48.014,130.92
7284315,6,1290,2,15,60.014,261.84
7289092,1,1290,0,15,36.014,65.46
7289152,3,645,0,15,24.014,32.73
7289194,4,861,0,15,29.015,43.69
7289481,5,1290,2,15,60.014,261.84
7289513,6,1290,2,15,60.014,261.84
7294314,2,1290,0,15,36.014,65.46
7294653,5,1290,2,15,60.014,261.84
7294686,6,1290,2,15,60.014,261.84
7299488,1,1290,1,15,48.014,130.92
7299546,2,512,0,15,20.016,25.98
7299582,3,1290,0,15,36.014,65.46
7299633,4,767,0,15,27.013,38.92
7299877,5,1290,1,15,48.014,130.92
7299910,6,1290,2,15,60.014,261.84
7305076,5,1290,2,15,60.014,261.84
7305108,6,1290,2,15,60.014,261.84
7309885,1,1367,1,15,49.018,138.73
7309960,2,1290,0,15,36.014,65.46
7309997,3,1367,0,15,37.018,69.37
7310038,4,812,0,15,28.0,41.2
7310274,5,1290,1,15,48.014,130.92
7310307,6,1290,2,15,60.014,261.84
7315473,5,1290,1,15,48.014,130.92
7315505,6,1290,2,15,60.014,261.84
7320288,1,1149,1,15,46.01,116.61
7320321,2,1290,0,15,36.014,65.46
7320357,3,1149,0,15,34.01,58.3
7320399,4,724,0,15,26.014,36.74
7320645,5,1290,2,15,60.014,261.84
7320678,6,1290,2,15,60.014,261.84
7325869,5,1290,2,15,60.014,261.84
7325902,6,1290,2,15,60.014,261.84
7330678,1,1290,0,15,36.014,65.46
7330711,2,1290,0,15,36.014,65.46
7330748,3,645,0,15,24.014,32.73
7330789,4,767,0,15,27.013,38.92
7331042,5,1290,2,15,60.014,261.84
7331074,6,1290,2,15,60.014,261.84
7336266,5,1290,2,15,60.014,261.84
7336298,6,1290,2,15,60.014,261.84
7341075,1,1367,1,15,49.018,138.73
7341132,2,512,0,15,20.016,25.98
7341169,3,1367,0,15,37.018,69.37
7341210,4,683,0,15,25.005,34.66
7341464,5,1290,1,15,48.014,130.92
7341497,6,1290,2,15,60.014,261.84
7346663,5,1290,2,15,60.014,261.84
7346695,6,1290,2,15,60.014,261.84
7349630,6,1290,2,15,60.014,261.84
7351471,1,1290,0,15,36.014,65.46
7351530,2,1290,0,15,36.014,65.46
7351567,3,645,0,15,24.014,32.73
7351608,4,912,0,15,30.011,46.28
7351861,5,1290,2,15,60.014,261.84
7351896,6,1290,2,15,60.014,261.84
7357063,5,1290,1,15,48.014,130.92
7357103,6,1290,2,15,60.014,261.84
7361868,1,1290,1,15,48.014,130.92
7361902,2,1290,0,15,36.014,65.46
7361938,3,1290,0,15,36.014,65.46
7361979,4,645,0,15,24.014,32.73
7362274,5,1290,2,15,60.014,261.84
7362307,6,1290,2,15,60.014,261.84
7367462,5,1290,1,15,48.014,130.92
7367494,6,1290,2,15,60.014,261.84
7372265,1,1290,0,15,36.014,65.46
7372325,3,645,0,15,24.014,32.73
7372367,4,861,0,15,29.015,43.69
7372654,5,1290,2,15,60.014,261.84
7372686,6,1290,2,15,60.014,261.84
7377487,2,1290,0,15,36.014,65.46
7377827,5,1290,2,15,60.014,261.84
7377859,6,1290,2,15,60.014,261.84
7382662,1,1290,1,15,48.014,130.92
7382719,2,512,0,15,20.016,25.98
7382755,3,1290,0,15,36.014,65.46
7382797,4,767,0,15,27.013,38.92
7383051,5,1290,1,15,48.014,130.92
7383083,6,1290,2,15,60.014,261.84
7388249,5,1290,2,15,60.014,261.84
7388282,6,1290,2,15,60.014,261.84
7393058,1,1367,1,15,49.018,138.73
7393117,2,1290,0,15,36.014,65.46
7393153,3,1367,0,15,37.018,69.37
7393204,4,812,0,15,28.0,41.2
7393448,5,1290,1,15,48.014,130.92
7393480,6,1290,2,15,60.014,261.84
7398646,5,1290,1,15,48.014,130.92
7398678,6,1290,2,15,60.014,261.84
7403455,1,1290,0,15,36.014,65.46
7403498,2,1290,0,15,36.014,65.46
7403534,3,645,0,15,24.014,32.73
7403576,4,724,0,15,26.014,36.74
7403818,5,1290,2,15,60.014,261.84
7403851,6,1290,2,15,60.014,261.84
7409042,5,1290,1,15,48.014,130.92
7409075,6,1290,2,15,60.014,261.84
7413856,1,1367,1,15,49.018,138.73
7413889,2,1290,0,15,36.014,65.46
7413926,3,1367,0,15,37.018,69.37
7413967,4,767,0,15,27.013,38.92
7414215,5,1290,2,15,60.014,261.84
7414248,6,1290,2,15,60.014,261.84
7419439,5,1290,2,15,60.014,261.84
7419472,6,1290,2,15,60.014,261.84
7424248,1,1290,0,15,36.014,65.46
7424306,2,512,0,15,20.016,25.98
7424342,3,645,0,15,24.014,32.73
7424383,4,683,0,15,25.005,34.66
7424637,5,1290,1,15,48.014,130.92
7424670,6,1290,2,15,60.014,261.84
7429836,5,1290,2,15,60.014,261.84
7429868,6,1290,2,15,60.014,261.84
7434645,1,1149,1,15,46.01,116.61
7434704,2,1290,0,15,36.014,65.46
7434740,3,1149,0,15,34.01,58.3
7434782,4,912,0,15,30.011,46.28
7435034,5,1290,1,15,48.014,130.92
7435067,6,1290,2,15,60.014,261.84
7440233,5,1290,1,15,48.014,130.92
7440265,6,1290,2,15,60.014,261.84
7445041,1,1290,1,15,48.014,130.92
7445075,2,1290,0,15,36.014,65.46
7445111,3,1290,0,15,36.014,65.46
7445153,4,645,0,15,24.014,32.73
7445431,5,1290,2,15,60.014,261.84
7445465,6,1290,2,15,60.014,261.84
7450632,5,1290,1,15,48.014,130.92
7450673,6,1290,2,15,60.014,261.84
7455438,1,1290,0,15,36.014,65.46
7455499,3,645,0,15,24.014,32.73
7455540,4,861,0,15,29.015,43.69
7455843,5,1290,2,15,60.014,261.84
7455876,6,1290,2,15,60.014,261.84
7460661,2,1290,0,15,36.014,65.46
7461002,5,1290,2,15,60.014,261.84
7461034,6,1290,2,15,60.014,261.84
7465835,1,1290,1,15,48.014,130.92
7465892,2,512,0,15,20.016,25.98
7465928,3,1290,0,15,36.014,65.46
7465970,4,767,0,15,27.013,38.92
7466224,5,1290,1,15,48.014,130.92
7466256,6,1290,2,15,60.014,261.84
7471422,5,1290,2,15,60.014,261.84
7471455,6,1290,2,15,60.014,261.84
7476231,1,1367,1,15,49.018,138.73
7476291,2,1290,0,15,36.014,65.46
7476327,3,1367,0,15,37.018,69.37
7476368,4,812,0,15,28.0,41.2
7476621,5,1290,1,15,48.014,130.92
7476653,6,1290,2,15,60.014,261.84
7481819,5,1290,1,15,48.014,130.92
7481852,6,1290,2,15,60.014,261.84
7486628,1,1149,1,15,46.01,116.61
7486661,2,1290,0,15,36.014,65.46
7486697,3,1149,0,15,34.01,58.3
7486749,4,724,0,15,26.014,36.74
7486991,5,1290,2,15,60.014,261.84
7487024,6,1290,2,15,60.014,261.84
7492216,5,1290,2,15,60.014,261.84
7492248,6,1290,2,15,60.014,261.84
7497025,1,1290,0,15,36.014,65.46
7497067,2,1290,0,15,36.014,65.46
7497104,3,645,0,15,24.014,32.73
7497145,4,767,0,15,27.013,38.92
7497388,5,1290,2,15,60.014,261.84
7497421,6,1290,2,15,60.014,261.84
7502612,5,1290,2,15,60.014,261.84
7502645,6,1290,2,15,60.014,261.84
7507425,1,1367,1,15,49.018,138.73
7507483,2,512,0,15,20.016,25.98
7507519,3,1367,0,15,37.018,69.37
7507561,4,683,0,15,25.005,34.66
7507811,5,1290,1,15,48.014,130.92
7507843,6,1290,2,15,60.014,261.84
7513009,5,1290,2,15,60.014,261.84
7513042,6,1290,2,15,60.014,261.84
7515977,6,1290,2,15,60.014,261.84
7517818,1,1290,0,15,36.014,65.46
7517877,2,1290,0,15,36.014,65.46
7517913,3,645,0,15,24.014,32.73
7517955,4,912,0,15,30.011,46.28
7518207,5,1290,2,15,60.014,261.84
7518240,6,1290,2,15,60.014,261.84
7523406,5,1290,1,15,48.014,130.92
7523438,6,1290,2,15,60.014,261.84
7528215,1,1933,1,15,55.016,196.17
7528248,2,1290,0,15,36.014,65.46
7528284,3,1290,1,15,48.014,130.92
7528326,4,645,0,15,24.014,32.73
7528604,5,1290,2,15,60.014,261.84
7528637,6,1290,2,15,60.014,261.84
7533802,5,1290,1,15,48.014,130.92
7533835,6,1290,2,15,60.014,261.84
7538611,1,1933,0,15,43.016,98.09
7538672,3,1290,0,15,36.014,65.46
7538714,4,861,0,15,29.015,43.69
7539001,5,1290,2,15,60.014,261.84
7539035,6,1290,2,15,60.014,261.84
7543834,2,1290,0,15,36.014,65.46
7544173,5,1290,2,15,60.014,261.84
7544216,6,1290,2,15,60.014,261.84
7549008,1,1933,1,15,55.016,196.17
7549066,2,512,0,15,20.016,25.98
7549102,3,1290,1,15,48.014,130.92
7549143,4,767,0,15,27.013,38.92
7549413,5,1290,1,15,48.014,130.92
7549445,6,1290,2,15,60.014,261.84
7554600,5,1290,2,15,60.014,261.84
7554633,6,1290,2,15,60.014,261.84
7559405,1,1024,2,15,56.016,207.85
7559464,2,1290,0,15,36.014,65.46
7559500,3,1367,1,15,49.018,138.73
7559542,4,812,0,15,28.0,41.2
7559794,5,1290,1,15,48.014,130.92
7559827,6,1290,2,15,60.014,261.84
7564992,5,1290,1,15,48.014,130.92
7565025,6,1290,2,15,60.014,261.84
7569801,1,1933,0,15,43.016,98.09
7569835,2,1290,0,15,36.014,65.46
7569871,3,1290,0,15,36.014,65.46
7569912,4,724,0,15,26.014,36.74
7570165,5,1290,2,15,60.014,261.84
7570197,6,1290,2,15,60.014,261.84
7575389,5,1290,1,15,48.014,130.92
7575422,6,1290,2,15,60.014,261.84
7580198,1,1024,2,15,56.016,207.85
7580231,2,1290,0,15,36.014,65.46
7580268,3,1367,1,15,49.018,138.73
7580319,4,767,0,15,27.013,38.92
7580561,5,1290,2,15,60.014,261.84
7580594,6,1290,2,15,60.014,261.84
7585786,5,1290,2,15,60.014,261.84
7585818,6,1290,2,15,60.014,261.84
7590595,1,1933,0,15,43.016,98.09
7590667,2,512,0,15,20.016,25.98
7590703,3,1290,0,15,36.014,65.46
7590745,4,683,0,15,25.005,34.66
7590984,5,1290,1,15,48.014,130.92
7591016,6,1290,2,15,60.014,261.84
7596182,5,1290,2,15,60.014,261.84
7596215,6,1290,2,15,60.014,261.84
7600994,1,1722,1,15,53.015,174.76
7601053,2,1290,0,15,36.014,65.46
7601089,3,1149,1,15,46.01,116.61
7601130,4,912,0,15,30.011,46.28
7601381,5,1290,1,15,48.014,130.92
7601413,6,1290,2,15,60.014,261.84
7606579,5,1290,1,15,48.014,130.92
7606611,6,1290,2,15,60.014,261.84
7611388,1,1933,1,15,55.016,196.17
7611421,2,1290,0,15,36.014,65.46
7611457,3,1290,1,15,48.014,130.92
7611499,4,645,0,15,24.014,32.73
7611777,5,1290,2,15,60.014,261.84
7611810,6,1290,2,15,60.014,261.84
7616976,5,1290,1,15,48.014,130.92
7617008,6,1290,2,15,60.014,261.84
7621784,1,1933,0,15,43.016,98.09
7621845,3,1290,0,15,36.014,65.46
7621887,4,861,0,15,29.015,43.69
7622174,5,1290,2,15,60.014,261.84
7622206,6,1290,2,15,60.014,261.84
7627007,2,1290,0,15,36.014,65.46
7627346,5,1290,2,15,60.014,261.84
7627379,6,1290,2,15,60.014,261.84
7632181,1,1933,1,15,55.016,196.17
7632239,2,512,0,15,20.016,25.98
7632275,3,1290,1,15,48.014,130.92
7632317,4,767,0,15,27.013,38.92
7632571,5,1290,1,15,48.014,130.92
7632606,6,1290,2,15,60.014,261.84
7637777,5,1290,2,15,60.014,261.84
7637813,6,1290,2,15,60.014,261.84
7642578,1,1024,2,15,56.016,207.85
7642637,2,1290,0,15,36.014,65.46
7642673,3,1367,1,15,49.018,138.73
7642715,4,812,0,15,28.0,41.2
7642982,5,1290,1,15,48.014,130.92
7643015,6,1290,2,15,60.014,261.84
7648168,5,1290,1,15,48.014,130.92
7648201,6,1290,2,15,60.014,261.84
7652975,1,1722,1,15,53.015,174.76
7653008,2,1290,0,15,36.014,65.46
7653044,3,1149,1,15,46.01,116.61
7653086,4,724,0,15,26.014,36.74
7653338,5,1290,2,15,60.014,261.84
7653371,6,1290,2,15,60.014,261.84
7658562,5,1290,2,15,60.014,261.84
7658595,6,1290,2,15,60.014,261.84
7663371,1,1933,0,15,43.016,98.09
7663405,2,1290,0,15,36.014,65.46
7663441,3,1290,0,15,36.014,65.46
7663482,4,767,0,15,27.013,38.92
7663735,5,1290,2,15,60.014,261.84
7663767,6,1290,2,15,60.014,261.84
7668959,5,1290,2,15,60.014,261.84
7668991,6,1290,2,15,60.014,261.84
7673768,1,1024,2,15,56.016,207.85
7673825,2,512,0,15,20.016,25.98
7673864,3,1367,1,15,49.018,138.73
7673914,4,683,0,15,25.005,34.66
7674157,5,1290,1,15,48.014,130.92
7674190,6,1290,2,15,60.014,261.84
7679356,5,1290,2,15,60.014,261.84
7679388,6,1290,2,15,60.014,261.84
7682323,6,1290,2,15,60.014,261.84
7684165,1,1933,0,15,43.016,98.09
7684238,2,1290,0,15,36.014,65.46
7684274,3,1290,0,15,36.014,65.46
7684316,4,912,0,15,30.011,46.28
7684554,5,1290,2,15,60.014,261.84
7684586,6,1290,2,15,60.014,261.84
7689752,5,1290,1,15,48.014,130.92
7689785,6,1290,2,15,60.014,261.84
7694562,1,1933,1,15,55.016,196.17
7694595,2,1290,0,15,36.014,65.46
7694631,3,1290,1,15,48.014,130.92
7694673,4,645,0,15,24.014,32.73
7694951,5,1290,2,15,60.014,261.84
7694983,6,1290,2,15,60.014,261.84
7700149,5,1290,1,15,48.014,130.92
7700181,6,1290,2,15,60.014,261.84
7704958,1,1933,0,15,43.016,98.09
7705018,3,1290,0,15,36.014,65.46
7705060,4,861,0,15,29.015,43.69
7705347,5,1290,2,15,60.014,261.84
7705380,6,1290,2,15,60.014,261.84
7710180,2,1290,0,15,36.014,65.46
7710519,5,1290,2,15,60.014,261.84
7710552,6,1290,2,15,60.014,261.84
7715354,1,1933,1,15,55.016,196.17
7715412,2,512,0,15,20.016,25.98
7715448,3,1290,1,15,48.014,130.92
7715490,4,767,0,15,27.013,38.92
7715744,5,1290,1,15,48.014,130.92
7715776,6,1290,2,15,60.014,261.84
7720942,5,1290,2,15,60.014,261.84
7720975,6,1290,2,15,60.014,261.84
7725751,1,1024,2,15,56.016,207.85
7725810,2,1290,0,15,36.014,65.46
7725846,3,1367,1,15,49.018,138.73
7725888,4,812,0,15,28.0,41.2
7726140,5,1290,1,15,48.014,130.92
7726175,6,1290,2,15,60.014,261.84
7731352,5,1290,1,15,48.014,130.92
7731385,6,1290,2,15,60.014,261.84
7736148,1,1933,0,15,43.016,98.09
7736181,2,1290,0,15,36.014,65.46
7736217,3,1290,0,15,36.014,65.46
7736259,4,724,0,15,26.014,36.74
7736521,5,1290,2,15,60.014,261.84
7736553,6,1290,2,15,60.014,261.84
7741738,5,1290,1,15,48.014,130.92
7741770,6,1290,2,15,60.014,261.84
7746544,1,1024,2,15,56.016,207.85
7746578,2,1290,0,15,36.014,65.46
7746614,3,1367,1,15,49.018,138.73
7746656,4,767,0,15,27.013,38.92
7746908,5,1290,2,15,60.014,261.84
7746940,6,1290,2,15,60.014,261.84
7752132,5,1290,2,15,60.014,261.84
7752165,6,1290,2,15,60.014,261.84
7756941,1,1933,0,15,43.016,98.09
7756999,2,512,0,15,20.016,25.98
7757035,3,1290,0,15,36.014,65.46
7757077,4,683,0,15,25.005,34.66
7757330,5,1290,1,15,48.014,130.92
7757363,6,1290,2,15,60.014,261.84
7762529,5,1290,2,15,60.014,261.84
7762561,6,1290,2,15,60.014,261.84
7767338,1,1722,1,15,53.015,174.76
7767397,2,1290,0,15,36.014,65.46
7767435,3,1149,1,15,46.01,116.61
7767484,4,912,0,15,30.011,46.28
7767727,5,1290,1,15,48.014,130.92
7767760,6,1290,2,15,60.014,261.84
7772925,5,1290,1,15,48.014,130.92
7772958,6,1290,2,15,60.014,261.84
7777734,1,1933,1,15,55.016,196.17
7777778,2,1290,0,15,36.014,65.46
7777814,3,1290,1,15,48.014,130.92
7777856,4,645,0,15,24.014,32.73
7778124,5,1290,2,15,60.014,261.84
7778156,6,1290,2,15,60.014,261.84
7783322,5,1290,1,15,48.014,130.92
7783355,6,1290,2,15,60.014,261.84
7788131,1,1933,0,15,43.016,98.09
7788192,3,1290,0,15,36.014,65.46
7788233,4,861,0,15,29.015,43.69
7788520,5,1290,2,15,60.014,261.84
7788553,6,1290,2,15,60.014,261.84
7793354,2,1290,0,15,36.014,65.46
7793693,5,1290,2,15,60.014,261.84
7793725,6,1290,2,15,60.014,261.84
7798528,1,1933,1,15,55.016,196.17
7798585,2,512,0,15,20.016,25.98
7798622,3,1290,1,15,48.014,130.92
7798663,4,767,0,15,27.013,38.92
7798917,5,1290,1,15,48.014,130.92
7798950,6,1290,2,15,60.014,261.84
7804116,5,1290,2,15,60.014,261.84
7804148,6,1290,2,15,60.014,261.84
7808924,1,1024,2,15,56.016,207.85
7808983,2,1290,0,15,36.014,65.46
7809020,3,1367,1,15,49.018,138.73
7809061,4,812,0,15,28.0,41.2
7809314,5,1290,1,15,48.014,130.92
7809346,6,1290,2,15,60.014,261.84
7814512,5,1290,1,15,48.014,130.92
7814544,6,1290,2,15,60.014,261.84
7819321,1,1722,1,15,53.015,174.76
7819354,2,1290,0,15,36.014,65.46
7819391,3,1149,1,15,46.01,116.61
7819432,4,724,0,15,26.014,36.74
7819684,5,1290,2,15,60.014,261.84
7819717,6,1290,2,15,60.014,261.84
7824922,5,1290,2,15,60.014,261.84
7824954,6,1290,2,15,60.014,261.84
7829718,1,1933,0,15,43.016,98.09
7829751,2,1290,0,15,36.014,65.46
7829787,3,1290,0,15,36.014,65.46
7829829,4,767,0,15,27.013,38.92
7830090,5,1290,2,15,60.014,261.84
7830123,6,1290,2,15,60.014,261.84
7835307,5,1290,2,15,60.014,261.84
7835340,6,1290,2,15,60.014,261.84
7840114,1,1024,2,15,56.016,207.85
7840172,2,512,0,15,20.016,25.98
7840208,3,1367,1,15,49.018,138.73
7840250,4,683,0,15,25.005,34.66
7840504,5,1290,1,15,48.014,130.92
7840536,6,1290,2,15,60.014,261.84
7845702,5,1290,2,15,60.014,261.84
7845734,6,1290,2,15,60.014,261.84
7848670,6,1290,2,15,60.014,261.84
7850511,1,1933,0,15,43.016,98.09
7850570,2,1290,0,15,36.014,65.46
7850606,3,1290,0,15,36.014,65.46
7850648,4,912,0,15,30.011,46.28
7850900,5,1290,2,15,60.014,261.84
7850933,6,1290,2,15,60.014,261.84
7856099,5,1290,1,15,48.014,130.92
7856131,6,1290,2,15,60.014,261.84
7860908,1,1290,2,15,60.014,261.84
7860941,2,1290,0,15,36.014,65.46
7860977,3,1290,1,15,48.014,130.92
7861029,4,645,0,15,24.014,32.73
7861296,5,1290,0,15,36.014,65.46
7861328,6,1290,2,15,60.014,261.84
7866492,6,1290,2,15,60.014,261.84
7871304,1,1290,1,15,48.014,130.92
7871373,3,1290,0,15,36.014,65.46
7871414,4,861,0,15,29.015,43.69
7871667,5,645,0,15,24.014,32.73
7871699,6,1290,2,15,60.014,261.84
7876535,2,1290,0,15,36.014,65.46
7876888,6,1290,2,15,60.014,261.84
7881701,1,1290,2,15,60.014,261.84
7881758,2,512,0,15,20.016,25.98
7881794,3,1290,1,15,48.014,130.92
7881836,4,767,0,15,27.013,38.92
7882063,5,1290,0,15,36.014,65.46
7882096,6,1290,2,15,60.014,261.84
7887285,6,1290,2,15,60.014,261.84
7892098,1,1367,2,15,61.018,277.47
7892157,2,1290,0,15,36.014,65.46
7892193,3,1367,1,15,49.018,138.73
7892234,4,812,0,15,28.0,41.2
7892460,5,1367,0,15,37.018,69.37
7892492,6,1290,2,15,60.014,261.84
7897682,6,1290,2,15,60.014,261.84
7902494,1,1290,1,15,48.014,130.92
7902528,2,1290,0,15,36.014,65.46
7902564,3,1290,0,15,36.014,65.46
7902605,4,724,0,15,26.014,36.74
7902856,5,645,0,15,24.014,32.73
7902889,6,1290,2,15,60.014,261.84
7908078,6,1290,2,15,60.014,261.84
7912891,1,1367,2,15,61.018,277.47
7912924,2,1290,0,15,36.014,65.46
7912960,3,1367,1,15,49.018,138.73
7913002,4,767,0,15,27.013,38.92
7913253,5,1367,0,15,37.018,69.37
7913286,6,1290,2,15,60.014,261.84
7918476,6,1290,2,15,60.014,261.84
7923287,1,1290,1,15,48.014,130.92
7923345,2,512,0,15,20.016,25.98
7923381,3,1290,0,15,36.014,65.46
7923423,4,683,0,15,25.005,34.66
7923660,5,645,0,15,24.014,32.73
7923693,6,1290,2,15,60.014,261.84
7928871,6,1290,2,15,60.014,261.84
7933684,1,1149,2,15,58.01,233.22
7933743,2,1290,0,15,36.014,65.46
7933780,3,1149,1,15,46.01,116.61
7933821,4,912,0,15,30.011,46.28
7934046,5,1149,0,15,34.01,58.3
7934079,6,1290,2,15,60.014,261.84
7939268,6,1290,2,15,60.014,261.84
7944081,1,1290,2,15,60.014,261.84
7944114,2,1290,0,15,36.014,65.46
7944151,3,1290,1,15,48.014,130.92
